Gene stable ID	HGNC symbol	HGNC ID
ENSG00000270194		
ENSG00000205318	GCNT6	21623
ENSG00000133111	RFXAP	9988
ENSG00000176354		
ENSG00000224604		
ENSG00000230839		
ENSG00000261630		
ENSG00000257128		
ENSG00000230409	TCEA1P2	29891
ENSG00000266162	YWHAEP2	49429
ENSG00000263791	MIR4727	41709
ENSG00000243758	RPL35AP15	36974
ENSG00000260194		
ENSG00000240279		
ENSG00000252699		
ENSG00000271379		
ENSG00000233896		
ENSG00000261049		
ENSG00000199293	SNORA21	32611
ENSG00000222208	RNA5SP129	43029
ENSG00000244086	RPS20P35	36929
ENSG00000237670		
ENSG00000239105	RNU7-73P	34169
ENSG00000260936	FTO-IT1	43758
ENSG00000227663	RPL7P2	16336
ENSG00000202269		
ENSG00000263466		
ENSG00000222842	RN7SKP168	45892
ENSG00000263452		
ENSG00000265784		
ENSG00000248663	LINC00992	48943
ENSG00000214696		
ENSG00000226644		
ENSG00000166959	MS4A8	13380
ENSG00000263874	LINC00672	44353
ENSG00000259759		
ENSG00000179761	PIPOX	17804
ENSG00000127152	BCL11B	13222
ENSG00000249332		
ENSG00000235257		
ENSG00000212643	ZRSR1	12456
ENSG00000261803		
ENSG00000265428		
ENSG00000214843	ZFYVE9P2	39046
ENSG00000188352	FOCAD	23377
ENSG00000229725		
ENSG00000207305		
ENSG00000170417	TMEM182	26391
ENSG00000251806	SNORD119	33558
ENSG00000266588		
ENSG00000251618		
ENSG00000243566	UPK3B	21444
ENSG00000221062	MIR1292	35364
ENSG00000248486		
ENSG00000188383		
ENSG00000221116	SNORD110	32775
ENSG00000185345	PARK2	8607
ENSG00000120693	SMAD9	6774
ENSG00000266013		
ENSG00000237649	KIFC1	6389
ENSG00000227444		
ENSG00000271798	SNORA51	32644
ENSG00000261113		
ENSG00000264079		
ENSG00000212498	SNORD86	32745
ENSG00000261171		
ENSG00000203813	HIST1H3H	4775
ENSG00000229686	SNORD56	10206
ENSG00000236348	PSMC1P10	39785
ENSG00000226572	SNORD57	10207
ENSG00000158106	RHPN1	19973
ENSG00000038210	PI4K2B	18215
ENSG00000228293		
ENSG00000260635		
ENSG00000214553	LRRC37A11P	43815
ENSG00000251477		
ENSG00000180344		
ENSG00000260790		
ENSG00000131871	VIMP	30396
ENSG00000226217	RPL19P1	16595
ENSG00000245694	CRNDE	37078
ENSG00000085276	MECOM	3498
ENSG00000212455		
ENSG00000230872		
ENSG00000201247	SNORD114-13	33001
ENSG00000263905	RN7SL555P	46571
ENSG00000182611	HIST1H2AJ	4727
ENSG00000199593	SNORD114-14	33002
ENSG00000235958	UBOX5-AS1	44111
ENSG00000242421	RN7SL313P	46329
ENSG00000201557	SNORD114-15	33003
ENSG00000248834	MARK2P5	39796
ENSG00000270187	IGKV1OR2-11	5768
ENSG00000199914	SNORD114-16	33004
ENSG00000204262	COL5A2	2210
ENSG00000257951		
ENSG00000226529	MTND1P1	38728
ENSG00000257122	RRN3P3	37620
ENSG00000266792	RN7SL839P	46855
ENSG00000257392		
ENSG00000249582	RPL7L1P4	39486
ENSG00000201294	RNU6-1019P	47982
ENSG00000228696	ARL17B	32387
ENSG00000188452	CERKL	21699
ENSG00000226632	UBE2V1P1	16581
ENSG00000234850	MTND2P3	38727
ENSG00000266048		
ENSG00000173825	TIGD3	18334
ENSG00000201346		
ENSG00000271226	IGKV2OR2-10	5806
ENSG00000266355		
ENSG00000260331		
ENSG00000263818		
ENSG00000196374	HIST1H2BM	4750
ENSG00000225116		
ENSG00000257426		
ENSG00000214782	MS4A18	37636
ENSG00000230568	SF3A3P1	16576
ENSG00000258072		
ENSG00000249797		
ENSG00000227830	TRIM60P3Y	38409
ENSG00000157538	DSCR3	3044
ENSG00000264957		
ENSG00000213999	MEF2B	6995
ENSG00000207170	RNU6-1215P	48178
ENSG00000229539		
ENSG00000108788	MLX	11645
ENSG00000257129		
ENSG00000199024	MIR103A2	31491
ENSG00000259711		
ENSG00000224626		
ENSG00000197238	HIST1H4J	4785
ENSG00000207316		
ENSG00000259725		
ENSG00000242365	NDUFA5P5	48847
ENSG00000226608	FTLP3	4000
ENSG00000216824	ZNF736P10Y	38410
ENSG00000174469	CNTNAP2	13830
ENSG00000089775	ZBTB25	13112
ENSG00000103275	UBE2I	12485
ENSG00000248699		
ENSG00000174279	EVX2	3507
ENSG00000242705	NARG2P2	48857
ENSG00000260147		
ENSG00000237296	SMG1P1	44186
ENSG00000152620	NADK2	26404
ENSG00000271015	IGKV2OR2-7	5810
ENSG00000259283		
ENSG00000215063	RPL21P2	16539
ENSG00000239555	RN7SL841P	46857
ENSG00000197702	PARVA	14652
ENSG00000263207		
ENSG00000230176		
ENSG00000166961	MS4A15	28573
ENSG00000240760	RPL31P56	36336
ENSG00000257281		
ENSG00000197914	HIST1H4K	4784
ENSG00000236387		
ENSG00000242072		
ENSG00000238282		
ENSG00000250427		
ENSG00000222494		
ENSG00000232348	LINC00279	38724
ENSG00000260135		
ENSG00000169592	INO80E	26905
ENSG00000241861	GAPDHP50	38556
ENSG00000266101		
ENSG00000182776		
ENSG00000228210		
ENSG00000240973		
ENSG00000181061	HIGD1A	29527
ENSG00000247213		
ENSG00000240951		
ENSG00000235482	RPL21P135	44539
ENSG00000265460		
ENSG00000243345		
ENSG00000271569	IGKV1OR2-6	5770
ENSG00000183734	ASCL2	739
ENSG00000240309		
ENSG00000226948	RPS4XP2	16563
ENSG00000268432		
ENSG00000236204		
ENSG00000180979	LRRC57	26719
ENSG00000199224		
ENSG00000173715	C11orf80	26197
ENSG00000212598		
ENSG00000256221		
ENSG00000243243		
ENSG00000099995	SF3A1	10765
ENSG00000256915		
ENSG00000222490	RNU6-712P	47675
ENSG00000233699	TTTY18	18842
ENSG00000168228	ZCCHC4	22917
ENSG00000120697	ALG5	20266
ENSG00000137434	C6orf52	20881
ENSG00000155858	LSM11	30860
ENSG00000250891		
ENSG00000189002	PROSP	9458
ENSG00000231071		
ENSG00000232419	TTTY19	18843
ENSG00000162241	SLC25A45	27442
ENSG00000186188	FFAR4	19061
ENSG00000137713	PPP2R1B	9303
ENSG00000237813		
ENSG00000251002		
ENSG00000252096		
ENSG00000261997		
ENSG00000252058		
ENSG00000271024	HSPE1P19	49338
ENSG00000234573		
ENSG00000089818	NECAP1	24539
ENSG00000186831	KRT17P2	6429
ENSG00000125611	CHCHD5	17840
ENSG00000237870		
ENSG00000266199	RN7SL514P	46530
ENSG00000260765	CES1P2	48928
ENSG00000128714	HOXD13	5136
ENSG00000212536	RNA5SP474	43374
ENSG00000252367		
ENSG00000212517		
ENSG00000225022	UBE2D3P1	33349
ENSG00000204856	FAM216A	30180
ENSG00000132109	TRIM21	11312
ENSG00000216076		
ENSG00000226603	LY6G6D	13935
ENSG00000270252	IGKV3OR2-5	5832
ENSG00000252672		
ENSG00000250250		
ENSG00000200313	RNA5-8SP7	41962
ENSG00000235427		
ENSG00000243220		
ENSG00000266753		
ENSG00000226995	LINC00658	44315
ENSG00000270450	IGKV2OR2-7D	37489
ENSG00000236592	S100A11P2	37840
ENSG00000226788	RING1	10018
ENSG00000170178	HOXD12	5135
ENSG00000226063		
ENSG00000206488	ATAT1	21186
ENSG00000093009	CDC45	1739
ENSG00000013563	DNASE1L1	2957
ENSG00000266738	MIR4757	41746
ENSG00000169429	IL8	6025
ENSG00000164729	SLC35G3	26848
ENSG00000110900	TSPAN11	30795
ENSG00000233822	HIST1H2BN	4749
ENSG00000216077	MIR887	33661
ENSG00000230563		
ENSG00000222884		
ENSG00000249551		
ENSG00000241710	RN7SL10P	46026
ENSG00000232567	GLUD1P8	23637
ENSG00000234597		
ENSG00000234012	MDC1	21163
ENSG00000257674		
ENSG00000235464		
ENSG00000222312	RNA5SP178	43078
ENSG00000110665	C11orf21	13231
ENSG00000271122		
ENSG00000265904		
ENSG00000122787	AKR1D1	388
ENSG00000157992	KRTCAP3	28943
ENSG00000266469		
ENSG00000271630	IGKV2OR2-8	5811
ENSG00000205181	LINC00654	27154
ENSG00000237992		
ENSG00000252917		
ENSG00000180910	TTTY11	18492
ENSG00000199886	RNU6-249P	47212
ENSG00000157456	CCNB2	1580
ENSG00000250981		
ENSG00000081923	ATP8B1	3706
ENSG00000123843	C4BPB	1328
ENSG00000180061	TMEM150B	34415
ENSG00000257376		
ENSG00000184348	HIST1H2AK	4726
ENSG00000181963	OR52K2	15223
ENSG00000251727	RNU6-488P	47451
ENSG00000201339		
ENSG00000112039	FANCE	3586
ENSG00000187243	MAGED4B	22880
ENSG00000200366	RNU6-511P	47474
ENSG00000136197	C7orf25	21703
ENSG00000115541	HSPE1	5269
ENSG00000196778	OR52K1	15222
ENSG00000249128		
ENSG00000113282	CLINT1	23186
ENSG00000235911		
ENSG00000166750	SLFN5	28286
ENSG00000239614	HMGN1P7	39350
ENSG00000213403	CISD1P1	29611
ENSG00000226652	PSMD10P2	30151
ENSG00000266908		
ENSG00000207505	RNU6-1105P	48068
ENSG00000197790	OR52M1	15225
ENSG00000225640		
ENSG00000230951		
ENSG00000152348	ATG10	20315
ENSG00000101323	HAO1	4809
ENSG00000263826		
ENSG00000225831	RPS18P1	16550
ENSG00000242457	RBBP4P2	42369
ENSG00000250448		
ENSG00000271351	IGKV1OR2-9	5771
ENSG00000238942	SNORD2	32678
ENSG00000228695	CES1P1	18546
ENSG00000235820		
ENSG00000171987	C11orf40	23986
ENSG00000107789	MINPP1	7102
ENSG00000200418		
ENSG00000221420	SNORA81	32667
ENSG00000233578		
ENSG00000200320	SNORA63	10106
ENSG00000156959	LHFPL4	29568
ENSG00000202380	RNU1-55P	48397
ENSG00000263776	SNORA4	32587
ENSG00000138207	RBP4	9922
ENSG00000112530	PACRG	19152
ENSG00000215589		
ENSG00000253062	RNU7-108P	45642
ENSG00000207380		
ENSG00000143452	HORMAD1	25245
ENSG00000226288	OR52I2	15221
ENSG00000231961		
ENSG00000178660	ARMC10P1	43646
ENSG00000103064	SLC7A6	11064
ENSG00000169740	ZNF32	13095
ENSG00000118496	FBXO30	15600
ENSG00000161800	RACGAP1	9804
ENSG00000263755	RN7SL498P	46514
ENSG00000233402	TARDBPP1	16536
ENSG00000242911		
ENSG00000228784	LINC00954	48668
ENSG00000188676	IDO2	27269
ENSG00000232268	OR52I1	15220
ENSG00000234241		
ENSG00000234629	WDR82P1	32447
ENSG00000223091	RNU6-981P	47944
ENSG00000222777	RNU6-233P	47196
ENSG00000271565		
ENSG00000214546		
ENSG00000236411	NDUFAF4P3	44542
ENSG00000169397	RNASE3	10046
ENSG00000231724		
ENSG00000221449		
ENSG00000229876	CASC20	49477
ENSG00000232233		
ENSG00000199075	MIR26A1	31610
ENSG00000128713	HOXD11	5134
ENSG00000251380	C5orf20	24459
ENSG00000200579		
ENSG00000228482		
ENSG00000231982		
ENSG00000239589	LINC00879	48566
ENSG00000231668	PPP2R2DP1	44544
ENSG00000251833		
ENSG00000226482	ADIPOQ-AS1	40648
ENSG00000232271		
ENSG00000165410	CFL2	1875
ENSG00000223803	RPS20P14	36692
ENSG00000227544		
ENSG00000169385	RNASE2	10045
ENSG00000215065	DUSP8P4	45002
ENSG00000228888		
ENSG00000255833	TIFAB	34024
ENSG00000167333	TRIM68	21161
ENSG00000241542	RN7SL369P	46385
ENSG00000258618	RPL21P9	19780
ENSG00000231210		
ENSG00000172689	MS4A10	13368
ENSG00000232438	CTSLP7	23635
ENSG00000222670		
ENSG00000198374	HIST1H2AL	4730
ENSG00000238102		
ENSG00000265178	MIR4728	41632
ENSG00000120699	EXOSC8	17035
ENSG00000228878		
ENSG00000261249		
ENSG00000264198		
ENSG00000224711		
ENSG00000240008	LY6G6F	13933
ENSG00000264663	KRT8P34	39868
ENSG00000271697		
ENSG00000177697	CD151	1630
ENSG00000248403	NACAP6	49493
ENSG00000240584	RN7SL547P	46563
ENSG00000226117		
ENSG00000221726		
ENSG00000235945		
ENSG00000257221		
ENSG00000237837		
ENSG00000215586		
ENSG00000227310		
ENSG00000136485	DCAF7	30915
ENSG00000125827	TMX4	25237
ENSG00000107562	CXCL12	10672
ENSG00000259042		
ENSG00000114126	TFDP2	11751
ENSG00000174156	GSTA3	4628
ENSG00000129048	ACKR4	1611
ENSG00000264968		
ENSG00000249446	TRAJ60	12093
ENSG00000228207		
ENSG00000229766		
ENSG00000250688	TRAJ55	12087
ENSG00000189014	FAM35DP	34038
ENSG00000238904	RNU7-34P	34130
ENSG00000248150		
ENSG00000184357	HIST1H1B	4719
ENSG00000187860	CCDC157	33854
ENSG00000238457	RNU7-169P	45703
ENSG00000201569	SNORD114-17	33005
ENSG00000200060		
ENSG00000198838	RYR3	10485
ENSG00000225683		
ENSG00000126391	FRMD8	25462
ENSG00000256699		
ENSG00000249426		
ENSG00000182759	MAFA	23145
ENSG00000128710	HOXD10	5133
ENSG00000182572	HIST1H3I	4771
ENSG00000110104	CCDC86	28359
ENSG00000249737		
ENSG00000226262	PHKBP1	8928
ENSG00000264710	RN7SL453P	46469
ENSG00000252792		
ENSG00000239820	RN7SL213P	46229
ENSG00000226964	RHEBP2	44991
ENSG00000258759		
ENSG00000214856	KRT16P1	6420
ENSG00000136811	ODF2	8114
ENSG00000173357		
ENSG00000244048	RPS18P6	36028
ENSG00000226667		
ENSG00000225479	PLCB1-IT1	41414
ENSG00000258837		
ENSG00000179841	AKAP5	375
ENSG00000226092	RBMY2AP	9917
ENSG00000246214		
ENSG00000244677	RN7SL706P	46722
ENSG00000221201		
ENSG00000215044	AHCYP1	44993
ENSG00000198558	HIST1H4L	4791
ENSG00000176681	LRRC37A	29069
ENSG00000222298		
ENSG00000178591	DEFB125	18105
ENSG00000201348	RNU105B	10103
ENSG00000196562	SULF2	20392
ENSG00000176022	B3GALT6	17978
ENSG00000201600	RN7SKP124	45848
ENSG00000228438		
ENSG00000244692	RN7SL724P	46740
ENSG00000176907	C8orf4	1357
ENSG00000252819		
ENSG00000271991		
ENSG00000256085		
ENSG00000014164	ZC3H3	28972
ENSG00000261763		
ENSG00000137814	HAUS2	25530
ENSG00000225988		
ENSG00000265799		
ENSG00000250415		
ENSG00000266769		
ENSG00000256646		
ENSG00000237968		
ENSG00000250543		
ENSG00000125788	DEFB126	15900
ENSG00000232738		
ENSG00000232110		
ENSG00000256137		
ENSG00000243961		
ENSG00000227210		
ENSG00000251471		
ENSG00000270757	HSPE1-MOB4	49184
ENSG00000183134	PTGDR2	4502
ENSG00000231159	OFD1P8Y	23880
ENSG00000157540	DYRK1A	3091
ENSG00000224289	IFIT6P	38020
ENSG00000184163	FAM132A	32308
ENSG00000250161	TRMT112P5	44024
ENSG00000263959		
ENSG00000201370		
ENSG00000095464	PDE6C	8787
ENSG00000227906	SNAP25-AS1	44312
ENSG00000249290		
ENSG00000125676	THOC2	19073
ENSG00000223734		
ENSG00000064201	TSPAN32	13410
ENSG00000237578		
ENSG00000088782	DEFB127	16206
ENSG00000234452		
ENSG00000198755	RPL10A	10299
ENSG00000230606		
ENSG00000174100	MRPL45	16651
ENSG00000264690	RN7SL534P	46550
ENSG00000126804	ZBTB1	20259
ENSG00000243536	ANTXRLP1	45004
ENSG00000253093	RNA5SP179	43079
ENSG00000112697	TMEM30A	16667
ENSG00000165061	ZMAT4	25844
ENSG00000172795	DCP2	24452
ENSG00000198997	MIR107	31496
ENSG00000243538		
ENSG00000149506	ZP1	13187
ENSG00000249962		
ENSG00000233565		
ENSG00000136463	TACO1	24316
ENSG00000268821		
ENSG00000251058		
ENSG00000264599		
ENSG00000203632		
ENSG00000232936		
ENSG00000230506		
ENSG00000087111	PIGS	14937
ENSG00000185982	DEFB128	18106
ENSG00000142347	MYO1F	7600
ENSG00000216184		
ENSG00000198491		
ENSG00000250433	CLSTN2-AS1	49095
ENSG00000232448		
ENSG00000264043		
ENSG00000128815	WDFY4	29323
ENSG00000112297	AIM1	356
ENSG00000144648	ACKR2	1565
ENSG00000249305		
ENSG00000239093		
ENSG00000237005	HIGD1AP15	43010
ENSG00000207622	MIR619	32875
ENSG00000261826		
ENSG00000234378		
ENSG00000225836		
ENSG00000224085		
ENSG00000260987		
ENSG00000201436	RNU6-660P	47623
ENSG00000125903	DEFB129	16218
ENSG00000235100		
ENSG00000123838	C4BPA	1325
ENSG00000214835	RPL23AP6	16555
ENSG00000112337	SLC17A2	10930
ENSG00000104783	KCNN4	6293
ENSG00000123360	PDE1B	8775
ENSG00000248773		
ENSG00000240996		
ENSG00000201324	RNU6-361P	47324
ENSG00000260489	C9orf96	28669
ENSG00000238424		
ENSG00000099999	RNF215	33434
ENSG00000213729		
ENSG00000081307	UBA5	23230
ENSG00000256262	USP30-AS1	40909
ENSG00000232229	LINC00865	45170
ENSG00000169599	NFU1	16287
ENSG00000271892		
ENSG00000124370	MCEE	16732
ENSG00000186458	DEFB132	33806
ENSG00000266059	RN7SL140P	46156
ENSG00000270670		
ENSG00000226159		
ENSG00000146707	POMZP3	9203
ENSG00000122359	ANXA11	535
ENSG00000163719	MTMR14	26190
ENSG00000200763	RNU6-961P	47924
ENSG00000228938	SNRPD2P1	31459
ENSG00000206814		
ENSG00000235411		
ENSG00000115840	SLC25A12	10982
ENSG00000198944	SOWAHA	27033
ENSG00000197153	HIST1H3J	4774
ENSG00000105373	GLTSCR2	4333
ENSG00000181965	NEUROG1	7764
ENSG00000113456	RAD1	9806
ENSG00000173698	GPR64	4516
ENSG00000112531	QKI	21100
ENSG00000173727		
ENSG00000254901	MEF2BNB	37247
ENSG00000222451	RN7SKP143	45867
ENSG00000215196		
ENSG00000236373		
ENSG00000233224	HIST1H2AM	4735
ENSG00000133247	SUV420H2	28405
ENSG00000115540	MOB4	17261
ENSG00000145824	CXCL14	10640
ENSG00000201965		
ENSG00000251270		
ENSG00000197744	PTMAP2	9625
ENSG00000238735	RNU7-113P	45647
ENSG00000237982		
ENSG00000241400		
ENSG00000251990	RNA5SP180	43080
ENSG00000049283	EPN3	18235
ENSG00000249417		
ENSG00000238793	SNORD124	33563
ENSG00000104518	GSDMD	25697
ENSG00000251536		
ENSG00000221555		
ENSG00000249540		
ENSG00000252216		
ENSG00000200735	RNY4P8	34057
ENSG00000249494		
ENSG00000157483	MYO1E	7599
ENSG00000261650		
ENSG00000215606	KRT18P35	33404
ENSG00000106588	PSMA2	9531
ENSG00000128709	HOXD9	5140
ENSG00000250816	DCAF13P2	43867
ENSG00000232475	HSFY5P	38789
ENSG00000117859	OSBPL9	16386
ENSG00000250170	RASA2-IT1	41376
ENSG00000053524	MCF2L2	30319
ENSG00000229553	USP9YP17	38753
ENSG00000249986	YWHAQP6	37685
ENSG00000223179	RNU6-373P	47336
ENSG00000242104		
ENSG00000250678		
ENSG00000232800	SLC7A15P	32724
ENSG00000164403	SHROOM1	24084
ENSG00000270145		
ENSG00000214039		
ENSG00000201862		
ENSG00000160087	UBE2J2	19268
ENSG00000265666		
ENSG00000252908	RNU6-1003P	47966
ENSG00000165792	METTL17	19280
ENSG00000241899	TPT1P3	49295
ENSG00000053900	ANAPC4	19990
ENSG00000264655		
ENSG00000212171	RNA5SP86	42884
ENSG00000239172		
ENSG00000229018		
ENSG00000198909	MAP3K3	6855
ENSG00000185296		
ENSG00000257838		
ENSG00000228950		
ENSG00000145832	SLC25A48	30451
ENSG00000252653	RNA5SP444	43344
ENSG00000244044	RN7SL735P	46751
ENSG00000264630		
ENSG00000038382	TRIO	12303
ENSG00000142661	MYOM3	26679
ENSG00000201715	RN7SKP133	45857
ENSG00000004838	ZMYND10	19412
ENSG00000175879	HOXD8	5139
ENSG00000200829		
ENSG00000182621	PLCB1	15917
ENSG00000124383	MPHOSPH10	7213
ENSG00000164330	EBF1	3126
ENSG00000223361	FTH1P10	3980
ENSG00000188921	PTPLAD2	20920
ENSG00000014641	MDH1	6970
ENSG00000184113	CLDN5	2047
ENSG00000260973		
ENSG00000065491	TBC1D22B	21602
ENSG00000260905		
ENSG00000196504	PRPF40A	16463
ENSG00000131507	NDFIP1	17592
ENSG00000197428	OR51D1	15193
ENSG00000265058	RN7SL245P	46261
ENSG00000261090		
ENSG00000267937		
ENSG00000100003	SEC14L2	10699
ENSG00000260566		
ENSG00000212138	RNA5SP372	43272
ENSG00000180785	OR51E1	15194
ENSG00000260741		
ENSG00000115084	SLC35F5	23617
ENSG00000252838	RN7SKP23	45747
ENSG00000157542	KCNJ6	6267
ENSG00000212593		
ENSG00000259782		
ENSG00000137218	FRS3	16970
ENSG00000227047		
ENSG00000252618	RNA5SP441	43341
ENSG00000260136		
ENSG00000224156	TUBB	20778
ENSG00000222881		
ENSG00000240125		
ENSG00000261528		
ENSG00000167332	OR51E2	15195
ENSG00000186908	ZDHHC17	18412
ENSG00000246379		
ENSG00000260247	SUB1P4	43994
ENSG00000269976		
ENSG00000082074	FYB	4036
ENSG00000260751		
ENSG00000261723		
ENSG00000202142	SNORD114-18	33006
ENSG00000260482		
ENSG00000144136	SLC20A1	10946
ENSG00000230062	ANKRD66	44669
ENSG00000243546	RN7SL108P	46124
ENSG00000199942	SNORD114-19	33007
ENSG00000201500		
ENSG00000104763	ASAH1	735
ENSG00000240210		
ENSG00000260041		
ENSG00000259806		
ENSG00000201036		
ENSG00000231948	HS1BP3-IT1	41474
ENSG00000184029	DSCR4	3045
ENSG00000201710		
ENSG00000261266		
ENSG00000171855	IFNB1	5434
ENSG00000248223		
ENSG00000202048	SNORD114-20	33008
ENSG00000261583		
ENSG00000258477	PPIAP6	20028
ENSG00000261013		
ENSG00000110107	PRPF19	17896
ENSG00000272344	SNORD114-21	33009
ENSG00000202293	SNORD114-22	33010
ENSG00000260264		
ENSG00000261439		
ENSG00000167346	MMP26	14249
ENSG00000224750		
ENSG00000200406	SNORD114-23	33011
ENSG00000177047	IFNW1	5448
ENSG00000265281	MIR3935	38918
ENSG00000259038		
ENSG00000260198		
ENSG00000238291		
ENSG00000258623		
ENSG00000201541		
ENSG00000233416		
ENSG00000137080	IFNA21	5424
ENSG00000222305		
ENSG00000272372		
ENSG00000239081	RNU7-24P	34120
ENSG00000164291	ARSK	25239
ENSG00000242941		
ENSG00000142186	SCYL1	14372
ENSG00000201604	RNU6-740P	47703
ENSG00000260396		
ENSG00000261493	REXO4	12820
ENSG00000264465		
ENSG00000187678	SPRY4	15533
ENSG00000207089	RNU6-921P	47884
ENSG00000260621		
ENSG00000225519		
ENSG00000260072		
ENSG00000263694	RN7SL224P	46240
ENSG00000260823		
ENSG00000249199		
ENSG00000270975		
ENSG00000259888		
ENSG00000224310		
ENSG00000236637	IFNA4	5425
ENSG00000270100		
ENSG00000260549	MT1L	7404
ENSG00000258565	BLZF2P	20049
ENSG00000250822		
ENSG00000198054	DSCR8	16707
ENSG00000112818	MEP1A	7015
ENSG00000064490	RFXANK	9987
ENSG00000261669		
ENSG00000214042	IFNA7	5428
ENSG00000258967	HMGN1P3	23343
ENSG00000236436		
ENSG00000256439		
ENSG00000258531	BANF1P1	20252
ENSG00000229526	KRT16P4	37809
ENSG00000260714		
ENSG00000158163	DZIP1L	26551
ENSG00000248455		
ENSG00000255986	MT1JP	7402
ENSG00000258083	OR9A4	15095
ENSG00000186803	IFNA10	5418
ENSG00000262587		
ENSG00000196352	CD55	2665
ENSG00000241526		
ENSG00000262155		
ENSG00000265391		
ENSG00000013573	DDX11	2736
ENSG00000271105	SCML2P2	44330
ENSG00000259062	ACTN1-AS1	20131
ENSG00000261012		
ENSG00000228398	HMGN2P25	39392
ENSG00000263326		
ENSG00000151577	DRD3	3024
ENSG00000147885	IFNA16	5421
ENSG00000271629		
ENSG00000200389	RNU6-509P	47472
ENSG00000260448		
ENSG00000244124	ATP1B3-AS1	40088
ENSG00000233005		
ENSG00000124593	PRICKLE4	16805
ENSG00000269905		
ENSG00000248366	TRAJ51	12083
ENSG00000249662		
ENSG00000211874	TRAJ15	12043
ENSG00000205361	MT1DP	7396
ENSG00000233597		
ENSG00000234829	IFNA17	5422
ENSG00000259054		
ENSG00000262700		
ENSG00000206604	RNU6-425P	47388
ENSG00000188069	OR51F1	15196
ENSG00000272565		
ENSG00000228313		
ENSG00000260034		
ENSG00000231204		
ENSG00000113578	FGF1	3665
ENSG00000007516	BAIAP3	948
ENSG00000228083	IFNA14	5420
ENSG00000161583	TBC1D3G	29860
ENSG00000251804	RNU6-1294P	48257
ENSG00000252685	RNU6-928P	47891
ENSG00000258227	CLEC5A	2054
ENSG00000176937	OR52R1	15235
ENSG00000251698	RNA5SP445	43345
ENSG00000147873	IFNA5	5426
ENSG00000229330		
ENSG00000177700	POLR2L	9199
ENSG00000251304		
ENSG00000184702	SEPT5	9164
ENSG00000207943	MIR634	32890
ENSG00000176925	OR51F2	15197
ENSG00000268799		
ENSG00000176922	OR51S1	15204
ENSG00000270654		
ENSG00000198642	KLHL9	18732
ENSG00000244681	MTHFD2P1	48859
ENSG00000235537		
ENSG00000250667		
ENSG00000262607	IQSEC3	29193
ENSG00000176904	OR51H1P	14833
ENSG00000185041		
ENSG00000112511	PHF1	8919
ENSG00000228538		
ENSG00000196476	C20orf96	16227
ENSG00000176900	OR51T1	15205
ENSG00000259942		
ENSG00000273124		
ENSG00000248205		
ENSG00000266166	RN7SL557P	46573
ENSG00000224851	LINC00502	43442
ENSG00000259955		
ENSG00000224708	LY6G6E	13934
ENSG00000229621		
ENSG00000120235	IFNA6	5427
ENSG00000204150	CTGLF11P	23660
ENSG00000261636		
ENSG00000176895	OR51A7	15188
ENSG00000220585	DDX18P6	31126
ENSG00000153832	FBXO36	27020
ENSG00000249620		
ENSG00000105737	GRIK5	4583
ENSG00000260690	CYCSP39	24412
ENSG00000127314	RAP1B	9857
ENSG00000198948	MFAP3L	29083
ENSG00000234043		
ENSG00000264192	RN7SL117P	46133
ENSG00000266088		
ENSG00000233816	IFNA13	5419
ENSG00000176893	OR51G2	15198
ENSG00000231200		
ENSG00000102710	SUPT20H	20596
ENSG00000271385		
ENSG00000199514	RNU6-235P	47198
ENSG00000237262		
ENSG00000223876	RPS27P1	23740
ENSG00000271876		
ENSG00000230123	DLEC1P1	44545
ENSG00000176879	OR51G1	14738
ENSG00000267531		
ENSG00000213449	GAPDHP28	37780
ENSG00000188379	IFNA2	5423
ENSG00000202125	RNU1-100P	48442
ENSG00000224244		
ENSG00000227347	HNRNPKP2	42375
ENSG00000248861		
ENSG00000221477		
ENSG00000256139		
ENSG00000255637		
ENSG00000104332	SFRP1	10776
ENSG00000271671		
ENSG00000229589	ACVR2B-AS1	44161
ENSG00000239492	FAM25HP	23591
ENSG00000230037	UBBP1	12464
ENSG00000229028	KRT223P	32968
ENSG00000228759	FAF2P1	45172
ENSG00000243547	HNRNPKP4	42377
ENSG00000228999		
ENSG00000242479		
ENSG00000216136		
ENSG00000256560		
ENSG00000251976	RN7SKP141	45865
ENSG00000241815		
ENSG00000249339		
ENSG00000237393	SLC9A3P4	33493
ENSG00000216081		
ENSG00000207512		
ENSG00000120242	IFNA8	5429
ENSG00000229568		
ENSG00000126803	HSPA2	5235
ENSG00000230683	DDTP1	44546
ENSG00000223691		
ENSG00000224036	CTSLP2	2540
ENSG00000244327		
ENSG00000197919	IFNA1	5417
ENSG00000198604	BAZ1A	960
ENSG00000242390	RPL6P9	36484
ENSG00000221762		
ENSG00000201899	SNORD114-24	33012
ENSG00000212425	RNA5SP105	42903
ENSG00000200612	SNORD114-25	33013
ENSG00000222394		
ENSG00000184995	IFNE	18163
ENSG00000200413	SNORD114-26	33014
ENSG00000159871	LYPD5	26397
ENSG00000160471	COX6B2	24380
ENSG00000234007		
ENSG00000112539	C6orf118	21233
ENSG00000200636	SNORD114-27	33015
ENSG00000252745	RNA5SP143	43043
ENSG00000224231		
ENSG00000200480	SNORD114-28	33016
ENSG00000239641	PLS1-AS1	40451
ENSG00000173653	RCE1	13721
ENSG00000128652	HOXD3	5137
